offer_path,cv_path,score
../scraping/offres\Blockchain\Ethereum Developer_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_54.txt,0.42
../scraping/offres\Blockchain\Smart Contracts_job_1.txt,../scraping/cvs\others\others_cv_258.txt,0.12
../scraping/offres\Blockchain\Solidity_job_1.txt,../scraping/cvs\others\others_cv_63.txt,0.12
../scraping/offres\Cloud_Computing\Ansible_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_53.txt,0.12
../scraping/offres\Cloud_Computing\Ansible_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_109.txt,0.15
../scraping/offres\Cloud_Computing\Azure_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_119.txt,0.21
../scraping/offres\Cloud_Computing\Cloud Engineering_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_136.txt,0.2
../scraping/offres\Cloud_Computing\Docker_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_7.txt,0.2
../scraping/offres\Cloud_Computing\Serverless_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_9.txt,0.25
../scraping/offres\Cloud_Computing\Serverless_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_36.txt,0.42
../scraping/offres\Cybersecurity\Cryptography_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_16.txt,0.2
../scraping/offres\Cybersecurity\Firewall_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_23.txt,0.35
../scraping/offres\Cybersecurity\Incident Response_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_74.txt,0.2
../scraping/offres\Cybersecurity\Malware_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_4.txt,0.2
../scraping/offres\Cybersecurity\Network Security_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_27.txt,0.12
../scraping/offres\Cybersecurity\Penetration Testing_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_18.txt,0.42
../scraping/offres\Cybersecurity\Ransomware_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_1.txt,0.42
../scraping/offres\Cybersecurity\Ransomware_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_151.txt,0.12
../scraping/offres\Cybersecurity\Risk Management_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_6.txt,0.15
../scraping/offres\Cybersecurity\Risk Management_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_85.txt,0.02
../scraping/offres\Cybersecurity\Security Operations Center_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_8.txt,0.2
../scraping/offres\Cybersecurity\Security Operations Center_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_155.txt,0.2
../scraping/offres\Cybersecurity\SIEM_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_19.txt,0.42
../scraping/offres\Cybersecurity\Vulnerability Assessment_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_19.txt,0.42
../scraping/offres\Database_Administration\Data Backup_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_40.txt,0.12
../scraping/offres\AI_and_ML\Unsupervised Learning_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_4.txt,0.2
../scraping/offres\AI_and_ML\Unsupervised Learning_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_105.txt,0.12
../scraping/offres\Blockchain\Bitcoin_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_24.txt,0.2
../scraping/offres\Blockchain\Bitcoin_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_31.txt,0.12
../scraping/offres\Blockchain\Bitcoin_job_1.txt,../scraping/cvs\others\others_cv_208.txt,0.05
../scraping/offres\Blockchain\Blockchain Architect_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_1.txt,0.42
../scraping/offres\Blockchain\Blockchain Architect_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_29.txt,0.42
../scraping/offres\Blockchain\Blockchain Architect_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_98.txt,0.2
../scraping/offres\Blockchain\Blockchain Architect_job_1.txt,../scraping/cvs\Web_Development\Web_Development_cv_11.txt,0.15
../scraping/offres\Blockchain\Cryptography_job_1.txt,../scraping/cvs\others\others_cv_356.txt,0.02
../scraping/offres\Blockchain\NFTs_job_1.txt,../scraping/cvs\others\others_cv_346.txt,0.2
../scraping/offres\Blockchain\Smart Contracts_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_9.txt,0.12
../scraping/offres\Blockchain\Smart Contracts_job_1.txt,../scraping/cvs\others\others_cv_251.txt,0.15
../scraping/offres\Blockchain\Solidity_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_19.txt,0.02
../scraping/offres\Blockchain\Solidity_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_37.txt,0.05
../scraping/offres\Blockchain\Solidity_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_28.txt,0.05
../scraping/offres\Blockchain\Solidity_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_37.txt,0.02
../scraping/offres\Cloud_Computing\AWS_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_69.txt,0.12
../scraping/offres\Cloud_Computing\AWS_job_1.txt,../scraping/cvs\others\others_cv_67.txt,0.02
../scraping/offres\Cloud_Computing\Azure_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_1.txt,0.2
../scraping/offres\Cloud_Computing\CI CD_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_25.txt,0.12
../scraping/offres\Cloud_Computing\CI CD_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_199.txt,0.42
../scraping/offres\Cloud_Computing\CI CD_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_301.txt,0.12
../scraping/offres\Cloud_Computing\Cloud Architecture_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_14.txt,0.2
../scraping/offres\Cloud_Computing\Cloud Architecture_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_7.txt,0.2
../scraping/offres\Cloud_Computing\Cloud Architecture_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_16.txt,0.12
../scraping/offres\Cloud_Computing\Cloud DevOps_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_58.txt,0.42
../scraping/offres\Cloud_Computing\Cloud DevOps_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_223.txt,0.2
../scraping/offres\Cloud_Computing\Cloud Engineering_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_23.txt,0.12
../scraping/offres\Cloud_Computing\Cloud Engineering_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_1.txt,0.2
../scraping/offres\Cloud_Computing\Cloud Engineering_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_157.txt,0.12
../scraping/offres\Cloud_Computing\DevOps_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_1.txt,0.2
../scraping/offres\Cloud_Computing\Google Cloud_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_11.txt,0.12
../scraping/offres\Cloud_Computing\Google Cloud_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_37.txt,0.12
../scraping/offres\Cloud_Computing\Google Cloud_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_27.txt,0.12
../scraping/offres\Cloud_Computing\Google Cloud_job_1.txt,../scraping/cvs\data_analysis\cv_da_9.txt,0.42
../scraping/offres\Cloud_Computing\Kubernetes_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_10.txt,0.42
../scraping/offres\Cloud_Computing\Kubernetes_job_1.txt,../scraping/cvs\Web_Development\Web_Development_cv_38.txt,0.2
../scraping/offres\Cybersecurity\Cryptography_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_36.txt,0.1
../scraping/offres\Cybersecurity\Cybersecurity_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_12.txt,0.42
../scraping/offres\Cybersecurity\Cybersecurity_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_22.txt,0.42
../scraping/offres\Cybersecurity\Cybersecurity_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_87.txt,0.25
../scraping/offres\Cybersecurity\Cybersecurity_job_1.txt,../scraping/cvs\others\others_cv_229.txt,0.02
../scraping/offres\Cybersecurity\Ethical Hacking_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_12.txt,0.12
../scraping/offres\Cybersecurity\Ethical Hacking_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_79.txt,0.12
../scraping/offres\Cybersecurity\Ethical Hacking_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_117.txt,0.2
../scraping/offres\Cybersecurity\Ethical Hacking_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_22.txt,0.42
../scraping/offres\Cybersecurity\Firewall_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_11.txt,0.62
../scraping/offres\Cybersecurity\Firewall_job_1.txt,../scraping/cvs\others\others_cv_183.txt,0.02
../scraping/offres\Cybersecurity\Incident Response_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_4.txt,0.42
../scraping/offres\Cybersecurity\Incident Response_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_14.txt,0.42
../scraping/offres\Cybersecurity\Incident Response_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_11.txt,0.12
../scraping/offres\Cybersecurity\Incident Response_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_1.txt,0.2
../scraping/offres\Cybersecurity\Network Defense_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_2.txt,0.25
../scraping/offres\Cybersecurity\Network Defense_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_51.txt,0.2
../scraping/offres\Cybersecurity\Network Defense_job_1.txt,../scraping/cvs\others\others_cv_136.txt,0.05
../scraping/offres\Cybersecurity\Network Security_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_1.txt,0.42
../scraping/offres\Cybersecurity\Network Security_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_6.txt,0.42
../scraping/offres\Cybersecurity\Network Security_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_11.txt,0.12
../scraping/offres\Cybersecurity\Penetration Testing_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_2.txt,0.2
../scraping/offres\Cybersecurity\Penetration Testing_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_68.txt,0.12
../scraping/offres\Cybersecurity\Ransomware_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_15.txt,0.42
../scraping/offres\Cybersecurity\Ransomware_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_4.txt,0.25
../scraping/offres\Cybersecurity\Risk Management_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_2.txt,0.12
../scraping/offres\Cybersecurity\Risk Management_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_28.txt,0.2
../scraping/offres\Cybersecurity\Risk Management_job_1.txt,../scraping/cvs\others\others_cv_204.txt,0.12
../scraping/offres\Cybersecurity\Security Operations Center_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_18.txt,0.25
../scraping/offres\Cybersecurity\Security Operations Center_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_40.txt,0.0
../scraping/offres\Cybersecurity\SIEM_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_22.txt,0.2
../scraping/offres\Cybersecurity\SOC Analyst_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_9.txt,0.42
../scraping/offres\Cybersecurity\SOC Analyst_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_25.txt,0.12
../scraping/offres\Cybersecurity\SOC Analyst_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_32.txt,0.12
../scraping/offres\Cybersecurity\SOC Analyst_job_1.txt,../scraping/cvs\others\others_cv_232.txt,0.15
../scraping/offres\Cybersecurity\Vulnerability Assessment_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_10.txt,0.23
../scraping/offres\Database_Administration\Data Backup_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_31.txt,0.42
../scraping/offres\Database_Administration\Data Backup_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_4.txt,0.42
../scraping/offres\Database_Administration\Data Backup_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_36.txt,0.42
../scraping/offres\Database_Administration\Data Migration_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_1.txt,0.2
../scraping/offres\Database_Administration\Data Migration_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_8.txt,0.25
../scraping/offres\Database_Administration\Data Recovery_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_15.txt,0.2
../scraping/offres\Database_Administration\Data Recovery_job_1.txt,../scraping/cvs\others\others_cv_13.txt,0.42
../scraping/offres\Database_Administration\Database Administration_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_17.txt,0.42
../scraping/offres\Database_Administration\Database Design_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_10.txt,0.42
../scraping/offres\Database_Administration\Database Performance Tuning_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_6.txt,0.42
../scraping/offres\Database_Administration\Database Performance Tuning_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_16.txt,0.15
../scraping/offres\Database_Administration\Database Performance Tuning_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_246.txt,0.05
../scraping/offres\Database_Administration\Database Security_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_30.txt,0.42
../scraping/offres\Database_Administration\Database Security_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_13.txt,0.42
../scraping/offres\Database_Administration\Database Security_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_301.txt,0.12
../scraping/offres\Database_Administration\Database Security_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_175.txt,0.2
../scraping/offres\Database_Administration\MongoDB_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_25.txt,0.23
../scraping/offres\Database_Administration\MongoDB_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_18.txt,0.25
../scraping/offres\Database_Administration\MySQL_job_1.txt,../scraping/cvs\others\others_cv_59.txt,0.02
../scraping/offres\Database_Administration\MySQL_job_1.txt,../scraping/cvs\others\others_cv_254.txt,0.2
../scraping/offres\Database_Administration\NoSQL_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_18.txt,0.7
../scraping/offres\Database_Administration\NoSQL_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_26.txt,0.42
../scraping/offres\Database_Administration\NoSQL_job_1.txt,../scraping/cvs\others\others_cv_304.txt,0.2
../scraping/offres\Database_Administration\Oracle_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_18.txt,0.62
../scraping/offres\Database_Administration\Oracle_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_10.txt,0.42
../scraping/offres\Database_Administration\PostgreSQL_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_6.txt,0.2
../scraping/offres\Database_Administration\PostgreSQL_job_1.txt,../scraping/cvs\Web_Development\Web_Development_cv_2.txt,0.2
../scraping/offres\Database_Administration\PostgreSQL_job_1.txt,../scraping/cvs\Web_Development\Web_Development_cv_12.txt,0.12
../scraping/offres\Database_Administration\SQL_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_20.txt,0.42
../scraping/offres\Database_Administration\SQL_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_13.txt,0.42
../scraping/offres\Data_Engineering\Apache Spark_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_13.txt,0.42
../scraping/offres\Data_Engineering\Apache Spark_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_86.txt,0.12
../scraping/offres\Data_Engineering\Big Data_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_36.txt,0.42
../scraping/offres\Data_Engineering\Big Data_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_2.txt,0.32
../scraping/offres\Data_Engineering\Big Data_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_8.txt,0.24
../scraping/offres\Data_Engineering\Big Data_job_1.txt,../scraping/cvs\others\others_cv_235.txt,0.12
../scraping/offres\Data_Engineering\Data Engineering_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_53.txt,0.42
../scraping/offres\Data_Engineering\Data Engineering_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_17.txt,0.72
../scraping/offres\Data_Engineering\Data Engineering_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_141.txt,0.12
../scraping/offres\Data_Engineering\Data Engineering_job_1.txt,../scraping/cvs\others\others_cv_376.txt,0.15
../scraping/offres\Data_Engineering\Data Lakes_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_44.txt,0.42
../scraping/offres\Data_Engineering\Data Lakes_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_103.txt,0.42
../scraping/offres\Data_Engineering\Data Modeling_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_13.txt,0.25
../scraping/offres\Data_Engineering\Data Modeling_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_80.txt,0.2
../scraping/offres\Data_Engineering\Data Modeling_job_1.txt,../scraping/cvs\others\others_cv_219.txt,0.05
../scraping/offres\Data_Engineering\Data Pipeline_job_1.txt,../scraping/cvs\Web_Development\Web_Development_cv_3.txt,0.2
../scraping/offres\Data_Engineering\Data Warehousing_job_1.txt,../scraping/cvs\others\others_cv_336.txt,0.15
../scraping/offres\Data_Engineering\ETL_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_6.txt,0.2
../scraping/offres\Data_Engineering\ETL_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_50.txt,0.42
../scraping/offres\Data_Engineering\Hadoop_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_47.txt,0.12
../scraping/offres\Data_Engineering\Hadoop_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_30.txt,0.42
../scraping/offres\Data_Engineering\Hadoop_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_58.txt,0.2
../scraping/offres\Data_Engineering\Hadoop_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_3.txt,0.2
../scraping/offres\Data_Engineering\Kafka_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_20.txt,0.42
../scraping/offres\Data_Engineering\Kafka_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_56.txt,0.2
../scraping/offres\Data_Engineering\Kafka_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_37.txt,0.42
../scraping/offres\Data_Engineering\Kafka_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_26.txt,0.2
../scraping/offres\Data_Engineering\NoSQL_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_58.txt,0.42
../scraping/offres\Data_Engineering\NoSQL_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_53.txt,0.42
../scraping/offres\Data_Engineering\NoSQL_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_8.txt,0.25
../scraping/offres\Data_Engineering\NoSQL_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_260.txt,0.12
../scraping/offres\Data_Engineering\NoSQL_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_29.txt,0.42
../scraping/offres\Data_Engineering\SQL_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_61.txt,0.42
../scraping/offres\Data_Engineering\SQL_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_41.txt,0.23
../scraping/offres\Data_Science\AI_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_147.txt,0.12
../scraping/offres\Data_Science\AI_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_118.txt,0.12
../scraping/offres\Data_Science\AI_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_36.txt,0.2
../scraping/offres\Data_Science\AI_job_1.txt,../scraping/cvs\others\others_cv_302.txt,0.12
../scraping/offres\Data_Science\Big Data_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_68.txt,0.12
../scraping/offres\Data_Science\Big Data_job_1.txt,../scraping/cvs\Blockchain\Blockchain_cv_14.txt,0.12
../scraping/offres\Data_Science\Big Data_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_171.txt,0.42
../scraping/offres\Data_Science\Data Analyst_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_53.txt,0.2
../scraping/offres\Data_Science\Data Analyst_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_63.txt,0.62
../scraping/offres\Data_Science\Data Mining_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_13.txt,0.52
../scraping/offres\Data_Science\Machine Learning_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_62.txt,0.12
../scraping/offres\Data_Science\Matplotlib_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_82.txt,0.35
../scraping/offres\Data_Science\Numpy_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_43.txt,0.12
../scraping/offres\Data_Science\R_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_78.txt,0.1
../scraping/offres\Data_Science\Seaborn_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_54.txt,0.42
../scraping/offres\Data_Science\Seaborn_job_1.txt,../scraping/cvs\others\others_cv_293.txt,0.2
../scraping/offres\Data_Science\SQL_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_67.txt,0.42
../scraping/offres\DevOps\Ansible_job_1.txt,../scraping/cvs\others\others_cv_98.txt,0.12
../scraping/offres\DevOps\Azure_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_144.txt,0.12
../scraping/offres\DevOps\Azure_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_231.txt,0.12
../scraping/offres\DevOps\CI CD_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_54.txt,0.25
../scraping/offres\DevOps\Cloud Automation_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_165.txt,0.12
../scraping/offres\DevOps\Docker_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_136.txt,0.2
../scraping/offres\DevOps\Docker_job_1.txt,../scraping/cvs\others\others_cv_165.txt,0.2
../scraping/offres\DevOps\GitHub_job_1.txt,../scraping/cvs\others\others_cv_262.txt,0.2
../scraping/offres\DevOps\Jenkins_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_145.txt,0.23
../scraping/offres\Blockchain\Bitcoin_job_1.txt,../scraping/cvs\others\others_cv_106.txt,0.02
../scraping/offres\Cloud_Computing\Cloud Security_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_5.txt,0.2
../scraping/offres\Data_Science\Data Mining_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_9.txt,0.42
../scraping/offres\Data_Science\Machine Learning_job_1.txt,../scraping/cvs\Web_Development\Web_Development_cv_25.txt,0.2
../scraping/offres\Cloud_Computing\AWS_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_12.txt,0.2
../scraping/offres\Database_Administration\PostgreSQL_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_10.txt,0.42
../scraping/offres\Blockchain\Blockchain_job_1.txt,../scraping/cvs\others\others_cv_256.txt,0.12
../scraping/offres\Cloud_Computing\AWS_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_13.txt,0.32
../scraping/offres\Cloud_Computing\AWS_job_1.txt,../scraping/cvs\others\others_cv_312.txt,0.02
../scraping/offres\Cloud_Computing\Cloud Architecture_job_1.txt,../scraping/cvs\others\others_cv_158.txt,0.02
../scraping/offres\Cloud_Computing\DevOps_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_26.txt,0.2
../scraping/offres\Data_Engineering\ETL_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_19.txt,0.4
../scraping/offres\Blockchain\Ethereum_job_1.txt,../scraping/cvs\others\others_cv_340.txt,0.12
../scraping/offres\Cloud_Computing\Cloud Engineering_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_34.txt,0.12
../scraping/offres\Cloud_Computing\Google Cloud_job_1.txt,../scraping/cvs\Software_Development\Software_Development_cv_164.txt,0.12
../scraping/offres\Cloud_Computing\Kubernetes_job_1.txt,../scraping/cvs\others\others_cv_326.txt,0.12
../scraping/offres\Cybersecurity\Cybersecurity_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_26.txt,0.35
../scraping/offres\Cybersecurity\Ethical Hacking_job_1.txt,../scraping/cvs\Cybersecurity\Cybersecurity_cv_23.txt,0.12
../scraping/offres\Cybersecurity\Malware_job_1.txt,../scraping/cvs\DevOps\DevOps_cv_30.txt,0.12
../scraping/offres\Cybersecurity\Network Security_job_1.txt,../scraping/cvs\Database_Administration\Database_Administration_cv_7.txt,0.12
../scraping/offres\Cybersecurity\SOC Analyst_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_93.txt,0.12
../scraping/offres\Database_Administration\Oracle_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_128.txt,0.35
../scraping/offres\Data_Engineering\Apache Spark_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_1.txt,0.42
../scraping/offres\Data_Engineering\Apache Spark_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_24.txt,0.12
../scraping/offres\Data_Engineering\Data Engineering_job_1.txt,../scraping/cvs\AI_and_ML\AI_and_ML_cv_14.txt,0.42
../scraping/offres\Data_Engineering\Data Modeling_job_1.txt,../scraping/cvs\Cloud_Computing\Cloud_Computing_cv_30.txt,0.12
../scraping/offres\Data_Engineering\ETL_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_36.txt,0.42
../scraping/offres\Data_Engineering\Hadoop_job_1.txt,../scraping/cvs\others\others_cv_289.txt,0.12
../scraping/offres\Cybersecurity\Vulnerability Assessment_job_1.txt,../scraping/cvs\others\others_cv_341.txt,0.12
../scraping/offres\Database_Administration\Database Performance Tuning_job_1.txt,../scraping/cvs\others\others_cv_323.txt,0.12
../scraping/offres\Data_Engineering\Data Modeling_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_40.txt,0.4
../scraping/offres\Data_Engineering\SQL_job_1.txt,../scraping/cvs\Data_Engineering\Data_Engineering_cv_24.txt,0.42
../scraping/offres\Data_Science\Big Data_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_62.txt,0.23
../scraping/offres\Data_Science\Data Analyst_job_1.txt,../scraping/cvs\Data_Science\Data_Science_cv_162.txt,0.42
